qname	qlen	qstart	qend	strand	tname	tlen	tstart	tend	nmatch	alen	mapq
scaffold_44	359581	185178	186141	-	CP052047.1	2893631	1919525	1920497	175	973	3
scaffold_10	1239786	174777	175485	-	CP052047.1	2893631	2641125	2641831	98	708	3
scaffold_10	1239786	145492	145875	-	CP052047.1	2893631	2684520	2684907	57	387	3
scaffold_40	392173	118857	118952	+	CP052047.1	2893631	2652077	2652184	76	107	2
scaffold_50	298037	63165	63688	+	CP052047.1	2893631	2721126	2721648	42	523	2
scaffold_4	1881388	1692804	1693045	-	CP052047.1	2893631	2760428	2760670	85	242	2
scaffold_50	298037	153802	153953	-	CP052047.1	2893631	2824465	2824616	48	151	2
scaffold_91	120630	115835	116080	+	CP052047.1	2893631	2824946	2825190	42	245	2
scaffold_1675	509	162	485	+	CP052047.1	2893631	2826075	2826398	152	323	2
scaffold_129	76929	30844	30990	+	CP052047.1	2893631	2852498	2852652	49	154	2
scaffold_315	18631	16643	17043	-	CP052047.1	2893631	1880760	1881158	76	400	1
scaffold_122	81337	47660	47701	-	CP052047.1	2893631	1909039	1909080	41	41	1
scaffold_153	61587	9718	10074	+	CP052047.1	2893631	5154	5510	129	356	0
scaffold_1	2692756	4521	4566	+	CP052047.1	2893631	16748	16793	40	45	0
scaffold_336	17138	3889	4587	-	CP052047.1	2893631	35613	36319	95	706	0
scaffold_1041	905	598	638	-	CP052047.1	2893631	68784	68824	40	40	0
scaffold_218	33655	8782	10014	-	CP052047.1	2893631	85732	86964	841	1232	0
scaffold_1281	667	14	117	+	CP052047.1	2893631	87353	87456	91	103	0
scaffold_26	567511	563343	563480	+	CP052047.1	2893631	260185	260322	79	137	0
scaffold_20	777291	20457	20589	-	CP052047.1	2893631	260195	260328	100	133	0
scaffold_371	14652	4650	4783	-	CP052047.1	2893631	260195	260328	75	133	0
scaffold_149	65637	61313	61440	+	CP052047.1	2893631	260195	260322	48	127	0
scaffold_22	716055	24903	25027	+	CP052047.1	2893631	260205	260328	71	124	0
scaffold_10	1239786	175373	175485	-	CP052047.1	2893631	260262	260374	79	112	0
scaffold_9	1406917	460161	460273	-	CP052047.1	2893631	260262	260374	91	112	0
scaffold_10	1239786	1120660	1120730	+	CP052047.1	2893631	261381	261451	61	70	0
scaffold_104	98169	1143	2106	-	CP052047.1	2893631	453122	454083	114	964	0
scaffold_28	539988	193204	193261	+	CP052047.1	2893631	453122	453179	47	57	0
scaffold_40	392173	145313	146001	-	CP052047.1	2893631	453400	454083	117	688	0
scaffold_26	567511	565613	567326	+	CP052047.1	2893631	453427	455255	111	1828	0
scaffold_1523	548	80	498	+	CP052047.1	2893631	454294	454712	146	418	0
scaffold_1700	504	183	370	+	CP052047.1	2893631	460856	461044	90	188	0
scaffold_90	123581	107344	107453	-	CP052047.1	2893631	461372	461481	88	109	0
scaffold_243	28230	22456	22565	-	CP052047.1	2893631	461372	461481	88	109	0
scaffold_371	14652	13759	13868	+	CP052047.1	2893631	461372	461481	85	109	0
scaffold_61	235649	105784	105893	+	CP052047.1	2893631	461372	461481	81	109	0
scaffold_154	60446	37671	37780	+	CP052047.1	2893631	461372	461481	59	109	0
scaffold_243	28230	26122	26231	+	CP052047.1	2893631	461372	461481	88	109	0
scaffold_336	17138	14072	14181	-	CP052047.1	2893631	461372	461481	88	109	0
scaffold_287	21903	4069	4156	+	CP052047.1	2893631	461394	461481	45	87	0
scaffold_427	11379	3299	3386	+	CP052047.1	2893631	461394	461481	66	87	0
scaffold_347	15918	9977	10064	+	CP052047.1	2893631	461394	461481	66	87	0
scaffold_22	716055	655847	655912	+	CP052047.1	2893631	504541	504606	65	65	0
scaffold_37	420435	113469	113534	-	CP052047.1	2893631	504541	504606	65	65	0
scaffold_8	1419871	1225470	1225533	+	CP052047.1	2893631	640284	640347	51	63	0
scaffold_2	2503568	190278	190341	+	CP052047.1	2893631	640284	640347	51	63	0
scaffold_46	353283	198929	198985	+	CP052047.1	2893631	1118272	1118328	56	56	0
scaffold_28	539988	154367	154462	-	CP052047.1	2893631	1461648	1461743	64	95	0
scaffold_28	539988	154364	154462	-	CP052047.1	2893631	1561433	1561531	87	98	0
scaffold_1547	538	224	309	-	CP052047.1	2893631	1597663	1597748	85	85	0
scaffold_1588	528	3	94	+	CP052047.1	2893631	1661817	1661899	48	91	0
scaffold_2	2503568	190278	190341	+	CP052047.1	2893631	1719476	1719539	63	63	0
scaffold_37	420435	113488	113551	+	CP052047.1	2893631	1719476	1719539	53	63	0
scaffold_8	1419871	1225470	1225533	+	CP052047.1	2893631	1719476	1719539	63	63	0
scaffold_22	716055	655700	655912	-	CP052047.1	2893631	1735756	1735965	64	212	0
scaffold_37	420435	113469	113551	+	CP052047.1	2893631	1735756	1735838	45	82	0
scaffold_46	353283	198929	198985	-	CP052047.1	2893631	1807594	1807650	56	56	0
scaffold_137	72425	12913	13198	+	CP052047.1	2893631	1877952	1878246	86	294	0
scaffold_91	120630	106599	106690	-	CP052047.1	2893631	1878155	1878246	76	91	0
scaffold_4	1881388	546700	547042	-	CP052047.1	2893631	1878164	1878476	125	342	0
scaffold_20	777291	831	1671	+	CP052047.1	2893631	1880277	1881114	101	840	0
scaffold_12	1155968	714795	715214	-	CP052047.1	2893631	1880279	1880714	103	435	0
scaffold_111	88385	9066	9355	-	CP052047.1	2893631	1880349	1880641	76	292	0
scaffold_35	440808	254719	255504	+	CP052047.1	2893631	1880349	1881141	124	795	0
scaffold_62	231438	229417	230116	+	CP052047.1	2893631	1880359	1881054	138	699	0
scaffold_104	98169	2389	2924	-	CP052047.1	2893631	1880536	1881066	58	535	0
scaffold_4	1881388	532318	533148	-	CP052047.1	2893631	1881516	1882347	134	832	0
scaffold_1610	523	73	165	-	CP052047.1	2893631	1886973	1887064	57	92	0
scaffold_336	17138	13470	13673	-	CP052047.1	2893631	1886973	1887168	102	203	0
scaffold_336	17138	3953	6033	-	CP052047.1	2893631	1887020	1889135	96	2115	0
scaffold_6	1692318	1603481	1603830	-	CP052047.1	2893631	1887093	1887529	67	436	0
scaffold_1417	596	299	525	-	CP052047.1	2893631	1888420	1888646	161	226	0
scaffold_145	69505	66678	66897	+	CP052047.1	2893631	1888451	1888679	72	228	0
scaffold_145	69505	66678	67631	-	CP052047.1	2893631	1891393	1892332	91	953	0
scaffold_12	1155968	736445	737372	-	CP052047.1	2893631	1891443	1892368	89	927	0
scaffold_104	98169	44551	45446	+	CP052047.1	2893631	1891443	1892368	91	925	0
scaffold_44	359581	200370	201286	+	CP052047.1	2893631	1891443	1892332	87	916	0
scaffold_122	81337	47753	48512	+	CP052047.1	2893631	1891495	1892317	83	822	0
scaffold_39	398046	136491	137219	-	CP052047.1	2893631	1891644	1892368	111	728	0
scaffold_1417	596	140	530	+	CP052047.1	2893631	1891991	1892368	172	390	0
scaffold_131	76605	33429	33594	-	CP052047.1	2893631	1892198	1892363	60	165	0
scaffold_1711	501	192	326	+	CP052047.1	2893631	1892198	1892332	81	134	0
scaffold_1402	605	279	555	-	CP052047.1	2893631	1893937	1894287	141	350	0
scaffold_104	98169	57135	57611	-	CP052047.1	2893631	1895860	1896336	80	476	0
scaffold_5	1863748	18832	20020	-	CP052047.1	2893631	1895867	1897066	133	1200	0
scaffold_12	1155968	740943	742558	-	CP052047.1	2893631	1895867	1897499	284	1632	0
scaffold_220	33416	28083	29374	-	CP052047.1	2893631	1896030	1897344	76	1314	0
scaffold_51	297976	158289	159578	+	CP052047.1	2893631	1896205	1897493	199	1289	0
scaffold_62	231438	223175	223580	-	CP052047.1	2893631	1897625	1898047	100	422	0
scaffold_1525	546	37	390	+	CP052047.1	2893631	1898711	1899062	69	353	0
scaffold_175	46490	9044	9177	+	CP052047.1	2893631	1898861	1898990	41	133	0
scaffold_315	18631	12769	13289	-	CP052047.1	2893631	1899624	1900145	104	521	0
scaffold_90	123581	30977	31445	-	CP052047.1	2893631	1899725	1900191	66	468	0
scaffold_6	1692318	274178	274752	-	CP052047.1	2893631	1899725	1900260	104	574	0
scaffold_1262	679	137	462	-	CP052047.1	2893631	1899734	1900065	47	331	0
scaffold_32	471417	2675	6934	-	CP052047.1	2893631	1904562	1908823	146	4294	0
scaffold_75	154281	102275	102612	+	CP052047.1	2893631	1908498	1908823	76	337	0
scaffold_343	16140	2921	3061	+	CP052047.1	2893631	1908685	1908823	85	140	0
scaffold_143	70430	17025	17124	+	CP052047.1	2893631	1908726	1908823	52	99	0
scaffold_12	1155968	702798	703075	-	CP052047.1	2893631	1908863	1909160	107	297	0
scaffold_336	17138	450	637	+	CP052047.1	2893631	1908961	1909160	57	199	0
scaffold_336	17138	3953	4587	-	CP052047.1	2893631	1910042	1910707	108	665	0
scaffold_427	11379	4377	4446	+	CP052047.1	2893631	1910930	1910999	46	69	0
scaffold_145	69505	64588	64721	-	CP052047.1	2893631	1910957	1911089	88	133	0
scaffold_91	120630	109603	112975	-	CP052047.1	2893631	1910966	1914475	132	3524	0
scaffold_336	17138	13396	13681	-	CP052047.1	2893631	1913135	1913408	95	285	0
scaffold_59	256653	66686	69540	+	CP052047.1	2893631	1914452	1917333	132	2884	0
scaffold_32	471417	276718	277612	-	CP052047.1	2893631	1916512	1917404	258	894	0
scaffold_336	17138	3889	4599	-	CP052047.1	2893631	1917764	1918467	95	710	0
scaffold_336	17138	13470	13673	+	CP052047.1	2893631	1918268	1918467	83	203	0
scaffold_1279	668	278	337	-	CP052047.1	2893631	1919267	1919326	59	59	0
scaffold_62	231438	223215	224213	-	CP052047.1	2893631	1919467	1920471	102	1012	0
scaffold_35	440808	269102	269943	+	CP052047.1	2893631	1919467	1920310	173	843	0
scaffold_44	359581	180041	180562	-	CP052047.1	2893631	1919469	1919990	99	521	0
scaffold_220	33416	32721	32811	+	CP052047.1	2893631	1919539	1919629	69	90	0
scaffold_220	33416	30519	31464	-	CP052047.1	2893631	1919553	1920497	237	945	0
scaffold_35	440808	254719	255546	-	CP052047.1	2893631	1919553	1920389	152	837	0
scaffold_44	359581	174833	175665	-	CP052047.1	2893631	1919553	1920497	153	944	0
scaffold_20	777291	795	1740	-	CP052047.1	2893631	1919553	1920497	145	947	0
scaffold_220	33416	9814	10651	+	CP052047.1	2893631	1919553	1920389	216	837	0
scaffold_12	1155968	715315	715553	+	CP052047.1	2893631	1919610	1919848	59	238	0
scaffold_62	231438	229299	230152	-	CP052047.1	2893631	1919645	1920497	134	853	0
scaffold_220	33416	21652	22316	+	CP052047.1	2893631	1919645	1920310	76	665	0
scaffold_12	1155968	700844	701498	-	CP052047.1	2893631	1919669	1920291	115	654	0
scaffold_336	17138	12763	13030	+	CP052047.1	2893631	1919724	1920008	84	284	0
scaffold_25	600164	598800	599086	-	CP052047.1	2893631	1919765	1920051	87	286	0
scaffold_12	1155968	714795	715214	+	CP052047.1	2893631	1920024	1920459	103	435	0
scaffold_8	1419871	1291751	1291834	+	CP052047.1	2893631	1920748	1920831	69	83	0
scaffold_9	1406917	460173	460290	+	CP052047.1	2893631	1921106	1921223	81	117	0
scaffold_1553	536	430	473	+	CP052047.1	2893631	2633884	2633927	43	43	0
scaffold_14	908909	32677	32727	-	CP052047.1	2893631	2633891	2633941	50	50	0
scaffold_133	76283	51080	51198	-	CP052047.1	2893631	2633908	2634026	57	118	0
scaffold_30	507731	451447	451618	+	CP052047.1	2893631	2633908	2634079	71	171	0
scaffold_1610	523	104	165	-	CP052047.1	2893631	2640951	2641011	53	61	0
scaffold_22	716055	24903	25077	+	CP052047.1	2893631	2641068	2641241	97	174	0
scaffold_39	398046	146910	154249	+	CP052047.1	2893631	2641068	2648584	553	7647	0
scaffold_48	348853	329479	331405	+	CP052047.1	2893631	2641068	2642997	415	1930	0
scaffold_45	358384	126297	130710	+	CP052047.1	2893631	2641068	2645344	527	4414	0
scaffold_371	14652	4650	4773	-	CP052047.1	2893631	2641068	2641191	65	123	0
scaffold_1	2692756	217348	224644	-	CP052047.1	2893631	2641068	2648584	609	7631	0
scaffold_50	298037	158615	166002	+	CP052047.1	2893631	2641068	2648590	734	7560	0
scaffold_20	777291	20457	20579	-	CP052047.1	2893631	2641068	2641191	90	123	0
scaffold_431	11085	857	7457	+	CP052047.1	2893631	2641125	2647788	637	6845	0
scaffold_104	98169	91605	91714	+	CP052047.1	2893631	2641125	2641234	85	109	0
scaffold_50	298037	229384	235358	+	CP052047.1	2893631	2641125	2647453	523	6330	0
scaffold_50	298037	166652	170128	-	CP052047.1	2893631	2641125	2644714	462	3720	0
scaffold_1	2692756	204365	210914	+	CP052047.1	2893631	2641125	2647727	617	6604	0
scaffold_91	120630	112926	113176	+	CP052047.1	2893631	2641142	2641382	87	250	0
scaffold_2	2503568	2498790	2500154	+	CP052047.1	2893631	2641158	2642486	57	1364	0
scaffold_59	256653	52811	60163	+	CP052047.1	2893631	2641166	2648584	557	7422	0
scaffold_1355	627	72	610	+	CP052047.1	2893631	2642041	2642579	162	538	0
scaffold_2	2503568	2501266	2501662	+	CP052047.1	2893631	2642538	2642967	76	429	0
scaffold_1143	774	13	679	+	CP052047.1	2893631	2644293	2644959	183	666	0
scaffold_102	100464	91966	96133	-	CP052047.1	2893631	2644443	2648673	297	4238	0
scaffold_59	256653	63739	67649	-	CP052047.1	2893631	2644575	2648590	171	4016	0
scaffold_1357	626	76	592	+	CP052047.1	2893631	2646104	2646620	135	516	0
scaffold_1432	589	191	517	+	CP052047.1	2893631	2646230	2646556	62	326	0
scaffold_66	184824	522	1726	+	CP052047.1	2893631	2646230	2647424	57	1204	0
scaffold_82	143064	135810	137809	+	CP052047.1	2893631	2646513	2648584	265	2071	0
scaffold_1265	675	5	657	-	CP052047.1	2893631	2646532	2647256	64	724	0
scaffold_150	63801	62372	63720	-	CP052047.1	2893631	2647237	2648584	195	1348	0
scaffold_40	392173	391327	392115	-	CP052047.1	2893631	2647797	2648584	103	788	0
scaffold_1	2692756	212874	213908	+	CP052047.1	2893631	2647825	2648798	164	1036	0
scaffold_77	149510	95037	95350	-	CP052047.1	2893631	2648277	2648590	106	313	0
scaffold_61	235649	96808	97096	-	CP052047.1	2893631	2648374	2648664	94	290	0
scaffold_145	69505	64494	64712	+	CP052047.1	2893631	2648374	2648590	71	218	0
scaffold_137	72425	13105	13271	-	CP052047.1	2893631	2648424	2648590	90	166	0
scaffold_2	2503568	2498671	2498809	+	CP052047.1	2893631	2648438	2648576	57	138	0
scaffold_42	372282	359523	359675	+	CP052047.1	2893631	2648438	2648590	84	152	0
scaffold_33	455355	419705	419835	+	CP052047.1	2893631	2648454	2648584	81	130	0
scaffold_26	567511	563363	563526	+	CP052047.1	2893631	2648467	2648630	78	163	0
scaffold_20	777291	20457	20579	-	CP052047.1	2893631	2648467	2648590	85	123	0
scaffold_371	14652	4650	4773	-	CP052047.1	2893631	2648467	2648590	65	123	0
scaffold_22	716055	24903	25027	+	CP052047.1	2893631	2648467	2648590	71	124	0
scaffold_91	120630	112861	113176	+	CP052047.1	2893631	2648476	2648781	87	315	0
scaffold_9	1406917	460213	460290	-	CP052047.1	2893631	2648507	2648584	77	77	0
scaffold_1527	544	15	80	+	CP052047.1	2893631	2648565	2648630	44	65	0
scaffold_336	17138	3973	4587	+	CP052047.1	2893631	2648811	2649413	101	614	0
scaffold_35	440808	274059	274917	+	CP052047.1	2893631	2648811	2649640	152	888	0
scaffold_1402	605	338	585	-	CP052047.1	2893631	2649284	2649544	107	263	0
scaffold_122	81337	48291	48541	-	CP052047.1	2893631	2650199	2650422	86	250	0
scaffold_1255	684	176	309	+	CP052047.1	2893631	2650199	2650332	84	133	0
scaffold_28	539988	186844	186959	+	CP052047.1	2893631	2650217	2650332	60	115	0
scaffold_1262	679	429	522	-	CP052047.1	2893631	2650229	2650322	56	93	0
scaffold_39	398046	136547	136682	+	CP052047.1	2893631	2650233	2650368	94	135	0
scaffold_220	33416	1735	1946	-	CP052047.1	2893631	2650233	2650466	76	233	0
scaffold_4	1881388	495065	495163	+	CP052047.1	2893631	2650233	2650332	62	99	0
scaffold_30	507731	476754	477723	+	CP052047.1	2893631	2650583	2651581	169	1009	0
scaffold_71	175185	148451	149345	-	CP052047.1	2893631	2650649	2651616	225	967	0
scaffold_104	98169	42935	43639	+	CP052047.1	2893631	2650932	2651616	124	704	0
scaffold_6	1692318	1655034	1655255	-	CP052047.1	2893631	2651230	2651456	107	228	0
scaffold_5	1863748	8848	9074	+	CP052047.1	2893631	2651393	2651616	121	227	0
scaffold_5	1863748	4665	5153	+	CP052047.1	2893631	2651666	2652145	95	488	0
scaffold_1279	668	351	458	-	CP052047.1	2893631	2652077	2652184	82	107	0
scaffold_39	398046	144233	144395	-	CP052047.1	2893631	2652107	2652259	76	162	0
scaffold_1527	544	15	80	-	CP052047.1	2893631	2654969	2655034	44	65	0
scaffold_137	72425	13105	13271	+	CP052047.1	2893631	2655009	2655175	76	166	0
scaffold_145	69505	64494	64712	-	CP052047.1	2893631	2655009	2655225	79	218	0
scaffold_1020	926	436	890	-	CP052047.1	2893631	2655015	2655469	178	454	0
scaffold_61	235649	96946	97266	+	CP052047.1	2893631	2655073	2655404	90	331	0
scaffold_212	35064	7180	7320	-	CP052047.1	2893631	2655924	2656064	95	140	0
scaffold_102	100464	74917	75086	-	CP052047.1	2893631	2655924	2656093	155	169	0
scaffold_70	181850	173079	180728	+	CP052047.1	2893631	2655926	2663704	401	7779	0
scaffold_21	738175	55591	55757	-	CP052047.1	2893631	2655926	2656091	138	166	0
scaffold_48	348853	333543	341163	-	CP052047.1	2893631	2655926	2663733	375	7808	0
scaffold_143	70430	17025	17124	-	CP052047.1	2893631	2655955	2656052	52	99	0
scaffold_32	471417	2675	10327	+	CP052047.1	2893631	2655955	2663692	184	7771	0
scaffold_70	181850	30507	37993	-	CP052047.1	2893631	2656298	2663920	152	7632	0
scaffold_21	738175	55591	55757	-	CP052047.1	2893631	2663566	2663731	138	166	0
scaffold_343	16140	2921	3061	-	CP052047.1	2893631	2663595	2663733	85	140	0
scaffold_96	109087	78269	78502	-	CP052047.1	2893631	2663659	2663920	71	261	0
scaffold_50	298037	158615	164804	-	CP052047.1	2893631	2664285	2670636	870	6365	0
scaffold_129	76929	43466	49710	-	CP052047.1	2893631	2664314	2670636	751	6365	0
scaffold_1	2692756	204348	210552	-	CP052047.1	2893631	2664314	2670596	673	6282	0
scaffold_50	298037	229367	235270	-	CP052047.1	2893631	2664314	2670596	443	6282	0
scaffold_1158	759	365	690	-	CP052047.1	2893631	2664736	2665061	80	325	0
scaffold_14	908909	26924	32721	+	CP052047.1	2893631	2664887	2670667	635	5798	0
scaffold_431	11085	896	5957	-	CP052047.1	2893631	2665254	2670540	607	5307	0
scaffold_50	298037	166285	170145	+	CP052047.1	2893631	2666600	2670596	343	4105	0
scaffold_1143	774	120	679	-	CP052047.1	2893631	2666722	2667281	204	559	0
scaffold_1619	521	24	384	+	CP052047.1	2893631	2666940	2667300	96	360	0
scaffold_682	3492	210	2772	+	CP052047.1	2893631	2666947	2669510	481	2563	0
scaffold_10	1239786	1224841	1226377	-	CP052047.1	2893631	2667498	2669034	233	1536	0
scaffold_1398	606	230	303	+	CP052047.1	2893631	2667648	2667721	51	73	0
scaffold_30	507731	444074	446504	-	CP052047.1	2893631	2668250	2670667	133	2431	0
scaffold_1170	745	629	730	-	CP052047.1	2893631	2668509	2668610	50	101	0
scaffold_336	17138	14668	16761	+	CP052047.1	2893631	2668509	2670596	329	2094	0
scaffold_1096	830	175	795	-	CP052047.1	2893631	2670016	2670636	186	620	0
scaffold_219	33473	304	671	+	CP052047.1	2893631	2670273	2670636	96	367	0
scaffold_969	1084	51	377	+	CP052047.1	2893631	2670310	2670636	135	326	0
scaffold_137	72425	12912	13188	+	CP052047.1	2893631	2670310	2670596	76	286	0
scaffold_145	69505	64629	64755	-	CP052047.1	2893631	2670470	2670596	76	126	0
scaffold_22	716055	24903	25070	-	CP052047.1	2893631	2670470	2670636	92	167	0
scaffold_427	11379	4419	4485	+	CP052047.1	2893631	2670519	2670585	40	66	0
scaffold_9	1406917	460047	460273	+	CP052047.1	2893631	2680804	2681031	87	227	0
scaffold_42	372282	359626	367641	-	CP052047.1	2893631	2680843	2688210	833	8034	0
scaffold_137	72425	60451	68046	-	CP052047.1	2893631	2680956	2688227	650	7603	0
scaffold_50	298037	158615	166002	-	CP052047.1	2893631	2680965	2688284	675	7446	0
scaffold_97	105629	90774	92560	+	CP052047.1	2893631	2680995	2682823	94	1858	0
scaffold_82	143064	136032	137768	-	CP052047.1	2893631	2681012	2682823	157	1811	0
scaffold_4	1881388	538534	539335	-	CP052047.1	2893631	2681334	2682124	185	801	0
scaffold_1265	675	5	454	+	CP052047.1	2893631	2682353	2682823	59	470	0
scaffold_431	11085	857	5996	-	CP052047.1	2893631	2683093	2688227	571	5148	0
scaffold_1525	546	37	143	-	CP052047.1	2893631	2683249	2683355	59	106	0
scaffold_185	43118	889	6175	+	CP052047.1	2893631	2683249	2688284	606	5297	0
scaffold_82	143064	128957	133400	-	CP052047.1	2893631	2683753	2688194	555	4448	0
scaffold_67	184376	86001	87106	+	CP052047.1	2893631	2684441	2685547	140	1106	0
scaffold_50	298037	166408	170128	+	CP052047.1	2893631	2684601	2688227	424	3727	0
scaffold_122	81337	30361	32380	+	CP052047.1	2893631	2685046	2687138	98	2092	0
scaffold_97	105629	102739	105164	+	CP052047.1	2893631	2685723	2688194	124	2471	0
scaffold_48	348853	329479	331729	-	CP052047.1	2893631	2686001	2688284	387	2287	0
scaffold_67	184376	78835	79327	-	CP052047.1	2893631	2686059	2686546	120	492	0
scaffold_1170	745	629	730	-	CP052047.1	2893631	2686149	2686246	44	101	0
scaffold_82	143064	119186	119390	+	CP052047.1	2893631	2687716	2687919	93	204	0
scaffold_1096	830	141	677	-	CP052047.1	2893631	2687782	2688318	167	536	0
scaffold_219	33473	304	671	+	CP052047.1	2893631	2687921	2688284	97	367	0
scaffold_30	507731	17259	17402	+	CP052047.1	2893631	2688141	2688284	105	143	0
scaffold_26	567511	563363	563506	-	CP052047.1	2893631	2688141	2688284	78	143	0
scaffold_22	716055	24903	25021	-	CP052047.1	2893631	2688167	2688284	65	118	0
scaffold_20	777291	20463	20579	+	CP052047.1	2893631	2688167	2688284	84	117	0
scaffold_1610	523	73	165	-	CP052047.1	2893631	2693387	2693479	57	92	0
scaffold_6	1692318	259888	260453	-	CP052047.1	2893631	2693387	2693940	100	565	0
scaffold_1402	605	73	134	-	CP052047.1	2893631	2719776	2719838	46	62	0
scaffold_1610	523	65	165	-	CP052047.1	2893631	2719784	2719884	58	100	0
scaffold_68	182924	172222	173741	-	CP052047.1	2893631	2720796	2722292	106	1525	0
scaffold_1402	605	73	134	-	CP052047.1	2893631	2724298	2724360	46	62	0
scaffold_71	175185	148502	149371	-	CP052047.1	2893631	2726605	2727548	207	943	0
scaffold_283	22139	682	1583	+	CP052047.1	2893631	2726666	2727548	147	901	0
scaffold_97	105629	101524	102439	+	CP052047.1	2893631	2726675	2727526	146	915	0
scaffold_6	1692318	272754	273309	-	CP052047.1	2893631	2727092	2727617	213	584	0
scaffold_315	18631	6991	7158	-	CP052047.1	2893631	2727350	2727526	71	176	0
scaffold_30	507731	498733	498931	-	CP052047.1	2893631	2727350	2727548	127	202	0
scaffold_104	98169	54853	55034	-	CP052047.1	2893631	2727367	2727548	138	181	0
scaffold_1657	513	440	513	+	CP052047.1	2893631	2727402	2727475	45	73	0
scaffold_111	88385	71800	71985	+	CP052047.1	2893631	2727432	2727617	110	185	0
scaffold_44	359581	195873	195956	+	CP052047.1	2893631	2728494	2728577	49	83	0
scaffold_156	59460	43513	43554	-	CP052047.1	2893631	2758463	2758504	41	41	0
scaffold_283	22139	21842	21987	-	CP052047.1	2893631	2761399	2761545	42	146	0
scaffold_6	1692318	259888	262223	+	CP052047.1	2893631	2776045	2778193	159	2335	0
scaffold_1402	605	73	134	+	CP052047.1	2893631	2776520	2776582	46	62	0
scaffold_9	1406917	474503	475463	-	CP052047.1	2893631	2776689	2777564	87	960	0
scaffold_336	17138	12018	12200	-	CP052047.1	2893631	2777246	2777429	76	183	0
scaffold_220	33416	17496	17755	+	CP052047.1	2893631	2777306	2777564	76	259	0
scaffold_35	440808	268026	268825	+	CP052047.1	2893631	2777670	2778467	113	799	0
scaffold_116	84153	22307	22663	+	CP052047.1	2893631	2777837	2778193	57	356	0
scaffold_35	440808	274140	274950	+	CP052047.1	2893631	2787205	2788006	186	855	0
scaffold_1401	605	115	596	+	CP052047.1	2893631	2787612	2788048	105	481	0
scaffold_50	298037	23203	23302	-	CP052047.1	2893631	2789376	2789475	40	99	0
scaffold_1402	605	73	134	-	CP052047.1	2893631	2815252	2815313	56	61	0
scaffold_1610	523	73	165	-	CP052047.1	2893631	2815260	2815351	57	92	0
scaffold_149	65637	61292	61342	+	CP052047.1	2893631	2815515	2815565	50	50	0
scaffold_1096	830	165	795	+	CP052047.1	2893631	2815536	2816166	159	630	0
scaffold_137	72425	12912	13188	-	CP052047.1	2893631	2815586	2815872	95	286	0
scaffold_336	17138	14668	16761	-	CP052047.1	2893631	2815586	2817669	309	2093	0
scaffold_2	2503568	2498740	2500154	+	CP052047.1	2893631	2815586	2816984	57	1414	0
scaffold_61	235649	96840	96965	-	CP052047.1	2893631	2815586	2815712	55	126	0
scaffold_91	120630	112054	112377	-	CP052047.1	2893631	2818592	2818915	104	323	0
scaffold_40	392173	109301	109840	-	CP052047.1	2893631	2818592	2819128	98	539	0
scaffold_1088	845	27	672	+	CP052047.1	2893631	2821534	2822179	172	645	0
scaffold_1092	837	488	723	-	CP052047.1	2893631	2822673	2822908	116	235	0
scaffold_91	120630	116653	117291	+	CP052047.1	2893631	2822748	2823386	85	638	0
scaffold_1626	520	17	440	-	CP052047.1	2893631	2823075	2823498	126	423	0
scaffold_50	298037	235678	237294	-	CP052047.1	2893631	2823939	2825565	300	1626	0
scaffold_35	440808	270587	272103	+	CP052047.1	2893631	2823940	2825455	233	1516	0
scaffold_77	149510	98352	99217	-	CP052047.1	2893631	2824465	2825329	135	865	0
scaffold_10	1239786	1199040	1199239	-	CP052047.1	2893631	2824597	2824796	40	199	0
scaffold_67	184376	41858	42025	+	CP052047.1	2893631	2824729	2824896	40	167	0
scaffold_194	39750	33055	33579	+	CP052047.1	2893631	2824804	2825329	131	525	0
scaffold_104	98169	1169	2084	+	CP052047.1	2893631	2826919	2827830	127	916	0
scaffold_96	109087	98231	98352	-	CP052047.1	2893631	2843424	2843545	69	121	0
scaffold_304	20323	16968	17456	+	CP052047.1	2893631	2856148	2856646	57	498	0
scaffold_77	149510	107881	107967	+	CP052047.1	2893631	2856148	2856234	41	86	0
scaffold_181	44073	25683	25826	-	CP052047.1	2893631	2861506	2861650	80	144	0
scaffold_429	11191	9704	9847	+	CP052047.1	2893631	2861506	2861650	43	144	0
scaffold_353	15650	15342	15513	+	CP052047.1	2893631	2875887	2876057	57	171	0
scaffold_33	455355	437579	437703	-	CP052047.1	2893631	2875922	2876046	69	124	0
scaffold_110	91422	4359	4641	-	CP052047.1	2893631	2876154	2876434	80	283	0
scaffold_153	61587	9718	10074	-	CP052047.1	2893631	2888105	2888461	129	356	0
scaffold_50	298037	224367	224789	-	CP052048.1	2853886	58806	59229	96	423	60
scaffold_66	184824	166609	167288	+	CP052048.1	2853886	60269	60948	354	679	60
scaffold_850	1688	41	1068	+	CP052048.1	2853886	63359	64437	632	1078	60
scaffold_93	118238	13	1124	+	CP052048.1	2853886	63501	64628	713	1127	60
scaffold_431	11085	17	214	-	CP052048.1	2853886	63836	64033	148	197	60
scaffold_1270	673	206	668	+	CP052048.1	2853886	67066	67528	407	462	60
scaffold_371	14652	0	325	-	CP052048.1	2853886	67956	68281	282	325	60
scaffold_83	140534	16	345	-	CP052048.1	2853886	99119	99446	169	329	60
